apps/frappe/frappe/config/website.py +58,"Setup of top navigation bar, footer and logo.","Pengaturan papan navigasi atas, kaki dan logo."
apps/frappe/frappe/config/website.py +63,List of themes for Website.,Daftar tema untuk Situs Web.
apps/frappe/frappe/config/website.py +68,Javascript to append to the head section of the page.,Javascript untuk menambahkan ke bagian kepala halaman.
apps/frappe/frappe/config/website.py +73,Settings for About Us Page.,Pengaturan Halaman Tentang Kami.
apps/frappe/frappe/config/website.py +78,Settings for Contact Us Page.,Pengaturan Halaman Hubungi Kami.
apps/frappe/frappe/config/website.py +93,Knowledge Base,Keterangan
apps/frappe/frappe/contacts/doctype/address/address.py +34,Address Title is mandatory.,Wajib masukan Judul Alamat.
apps/frappe/frappe/contacts/doctype/address/address.py +56,"Company is mandatory, as it is your company address","Perusahaan adalah wajib, karena alamat perusahaan anda"
apps/frappe/frappe/contacts/doctype/address/address.py +111,There is an error in your Address Template {0},Ada kesalahan dalam Template Alamat anda {0}
apps/frappe/frappe/contacts/doctype/address/address.py +132,Addresses,Daftar Alamat
apps/frappe/frappe/contacts/doctype/address/address.py +190,No default Address Template found. Please create a new one from Setup > Printing and Branding > Address Template.,Tidak ada Kerangka Alamat default yang ditemukan. Buat yang baru dari Setup > Printing and Branding> Address Template.
apps/frappe/frappe/contacts/doctype/address_template/address_template.py +20,Setting this Address Template as default as there is no other default,Mengatur Template Alamat ini sebagai default karena tidak ada standar lainnya
apps/frappe/frappe/contacts/doctype/address_template/address_template.py +31,Default Address Template cannot be deleted,Template Default Address tidak bisa dihapus
apps/frappe/frappe/contacts/doctype/contact/contact.js +20,Invite as User,Undang sebagai Pengguna
apps/frappe/frappe/contacts/doctype/contact/contact.py +83,Please set Email Address,Silahkan tetapkan Alamat Email
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js +9,Party Type,Type Partai
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js +22,Party Name,Nama Partai
apps/frappe/frappe/contacts/report/addresses_and_contacts/addresses_and_contacts.js +27,Please select Party Type first,Silakan pilih jenis pihak terlebih dahulu
apps/frappe/frappe/core/doctype/activity_log/activity_log.py +29,Sorry! You cannot delete auto-generated comments,Maaf! anda tidak dapat menghapus komentar yang dihasilkan secara otomatis
apps/frappe/frappe/core/doctype/activity_log/feed.py +51,{0} logged in,{0} Telah login
apps/frappe/frappe/core/doctype/activity_log/feed.py +56,{0} logged out: {1},{0} log out: {1}
apps/frappe/frappe/core/doctype/communication/comment.py +95,{0} mentioned you in a comment,{0} menyebut anda dalam sebuah komentar
apps/frappe/frappe/core/doctype/communication/comment.py +110,New Mention,Perhatian Baru
apps/frappe/frappe/core/doctype/communication/communication.js +35,Resend,Kirim ulang
apps/frappe/frappe/core/doctype/communication/communication.js +42,Close,Tutup
apps/frappe/frappe/core/doctype/communication/communication.js +47,Reopen,Buka Lagi
apps/frappe/frappe/core/doctype/communication/communication.js +53,Relink,Taut Ulang
apps/frappe/frappe/core/doctype/communication/communication.js +61,Reply,Balas
apps/frappe/frappe/core/doctype/communication/communication.js +65,Reply All,Balas Semua
apps/frappe/frappe/core/doctype/communication/communication.js +73,Mark as {0},Tandai sebagai {0}
apps/frappe/frappe/core/doctype/communication/communication.js +77,Add Contact,Tambah Kontak
apps/frappe/frappe/core/doctype/communication/communication.js +82,Mark as Spam,Tandai sebagai Spam
apps/frappe/frappe/core/doctype/communication/communication.js +87,Move To Trash,Pindah Ke Sampah
apps/frappe/frappe/core/doctype/communication/communication.js +96,Relink Communication,Taut Ulang Komunikasi
apps/frappe/frappe/core/doctype/communication/communication.js +100,Reference DocType,Referensi DocType
apps/frappe/frappe/core/doctype/communication/communication.js +117,Are you sure you want to relink this communication to {0}?,Apakah anda yakin ingin menautkan komunikasi ini ke {0}?
apps/frappe/frappe/core/doctype/communication/communication.js +159,Re: {0},Re: {0}
apps/frappe/frappe/core/doctype/communication/communication.js +180,Fw: {0},Fw: {0}
apps/frappe/frappe/core/doctype/communication/communication.js +229,Email has been marked as spam,Email telah ditandai sebagai spam
apps/frappe/frappe/core/doctype/communication/communication.js +242,Email has been moved to trash,Email telah dipindahkan ke sampah
apps/frappe/frappe/core/doctype/communication/communication.py +51,Cannot create a {0} against a child document: {1},tidak dapat membuat {0} terhadap dokumen anak: {1}
apps/frappe/frappe/core/doctype/communication/communication_list.js +14,Mark as Read,Tandai sebagai membaca
apps/frappe/frappe/core/doctype/communication/communication_list.js +17,Mark as Unread,Tandai sebagai Belum dibaca
apps/frappe/frappe/core/doctype/communication/email.py +153,Leave this conversation,Tinggalkan percakapan ini
apps/frappe/frappe/core/doctype/communication/email.py +284,Unable to find attachment {0},Tidak dapat menemukan lampiran {0}
apps/frappe/frappe/core/doctype/data_import/data_import.js +36,Please attach a file to import,Harap lampirkan file untuk diimpor
apps/frappe/frappe/core/doctype/data_import/data_import.js +53,Help,Bantuan
apps/frappe/frappe/core/doctype/data_import/data_import.js +58,Download Template,Unduh Template
apps/frappe/frappe/core/doctype/data_import/data_import.js +64,Start Import,Mulai Impor
apps/frappe/frappe/core/doctype/data_import/data_import.js +156,Select Columns,Pilih Kolom
apps/frappe/frappe/core/doctype/data_import/data_import.js +167,File Type,Tipe file
apps/frappe/frappe/core/doctype/data_import/data_import.js +174,Download with data,Unduh dengan data
apps/frappe/frappe/core/doctype/data_import/data_import.js +253,Please select the Document Type.,Harap pilih Jenis Dokumen.
apps/frappe/frappe/core/doctype/data_import/data_import.py +23,Can't save the form as data import is in progress.,Tidak dapat menyimpan formulir karena impor data sedang berlangsung.
apps/frappe/frappe/core/doctype/data_import/data_import_list.js +8,Partial Success,Sukses Partial
apps/frappe/frappe/core/doctype/data_import/data_import_list.js +11,Pending,Menunggu
apps/frappe/frappe/core/doctype/data_import/exporter.py +53,Data Import Template,Impor Template Data
apps/frappe/frappe/core/doctype/data_import/exporter.py +62,Notes:,Catatan:
apps/frappe/frappe/core/doctype/data_import/exporter.py +63,Please do not change the template headings.,Harap jangan mengubah judul Template.
apps/frappe/frappe/core/doctype/data_import/exporter.py +64,First data column must be blank.,Data kolom pertama harus kosong.
apps/frappe/frappe/core/doctype/data_import/exporter.py +65,"If you are uploading new records, leave the ""name"" (ID) column blank.","Jika anda mengunggah catatan baru, biarkan kolom ""nama"" (ID) kosong."
apps/frappe/frappe/core/doctype/data_import/exporter.py +66,"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","Jika anda mengunggah data baru, ""Naming Series"" adalah wajib, jika ada."
apps/frappe/frappe/core/doctype/data_import/exporter.py +67,Only mandatory fields are necessary for new records. You can delete non-mandatory columns if you wish.,Hanya bidang wajib diperlukan untuk catatan baru. anda dapat menghapus kolom non-wajib jika anda inginkan.
apps/frappe/frappe/core/doctype/data_import/exporter.py +68,"For updating, you can update only selective columns.","Untuk memperbarui, anda dapat memperbarui kolom hanya selektif."
apps/frappe/frappe/core/doctype/data_import/exporter.py +69,You can only upload upto 5000 records in one go. (may be less in some cases),Anda hanya dapat mengunggah hingga 5000 data sekaligus. (Mungkin kurang dalam beberapa kasus)
apps/frappe/frappe/core/doctype/data_import/exporter.py +71,"""Parent"" signifies the parent table in which this row must be added","""Induk"" menandakan tabel induk di mana baris ini harus ditambahkan"
apps/frappe/frappe/core/doctype/data_import/exporter.py +72,"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.","Jika anda memperbarui, silahkan pilih ""Overwrite"" baris lain yang ada tidak akan dihapus."
apps/frappe/frappe/core/doctype/data_import/exporter.py +100,Leave blank for new records,Biarkan kosong untuk catatan baru
apps/frappe/frappe/core/doctype/data_import/exporter.py +268,Column Labels:,Kolom Labels:
apps/frappe/frappe/core/doctype/data_import/exporter.py +270,Mandatory:,Wajib:
apps/frappe/frappe/core/doctype/data_import/exporter.py +271,Type:,Jenis:
apps/frappe/frappe/core/doctype/data_import/exporter.py +272,Info:,Info:
apps/frappe/frappe/core/doctype/data_import/importer.py +25,Start entering data below this line,Mulai memasukkan data di bawah garis ini
apps/frappe/frappe/core/doctype/data_import/importer.py +27,Parent Table,Induk Tabel
apps/frappe/frappe/core/doctype/data_import/importer.py +72,Please do not change the rows above {0},Harap jangan mengubah baris di atas {0}
apps/frappe/frappe/core/doctype/data_import/importer.py +77,No data found in the file. Please reattach the new file with data.,Tidak ada data yang ditemukan dalam file. Tolong pasang kembali file baru dengan data.
apps/frappe/frappe/core/doctype/data_import/importer.py +102,Please make sure that there are no empty columns in the file.,Pastikan bahwa tidak ada kolom kosong dalam file.
apps/frappe/frappe/core/doctype/data_import/importer.py +216,{0} is a mandatory field,{0} adalah kolom wajib
apps/frappe/frappe/core/doctype/data_import/importer.py +278,Unsupported File Format,Format File yang Tidak Didukung
apps/frappe/frappe/core/doctype/data_import/importer.py +304,Not allowed to Import,Tidak diizinkan untuk Impor
apps/frappe/frappe/core/doctype/data_import/importer.py +487,Did not find {0} for {0} ({1}),Tidak menemukan {0} untuk {0} ({1})
apps/frappe/frappe/core/doctype/data_import/log_details.html +5,Row No,Baris No
apps/frappe/frappe/core/doctype/data_import/log_details.html +6,Row Status,Status baris
apps/frappe/frappe/core/doctype/data_import/log_details.html +30,Document can't saved.,Dokumen tidak dapat disimpan
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.js +11,Restore,Mengembalikan
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.py +20,Cancelled Document restored as Draft,Dokumen yang Dibatalkan dipulihkan sebagai Konsep
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.py +24,restored {0} as {1},dipulihkan {0} sebagai {1}
apps/frappe/frappe/core/doctype/deleted_document/deleted_document.py +30,Document Restored,Dokumen dipulihkan
apps/frappe/frappe/core/doctype/docshare/docshare.py +34,User is mandatory for Share,Pengguna wajib untuk Berbagi
apps/frappe/frappe/core/doctype/docshare/docshare.py +40,"You need to have ""Share"" permission","Anda harus memiliki izin ""Berbagi"""
apps/frappe/frappe/core/doctype/docshare/docshare.py +47,{0} shared this document with everyone,{0} berbagi dokumen ini dengan semua orang
apps/frappe/frappe/core/doctype/docshare/docshare.py +49,{0} shared this document with {1},{0} berbagi dokumen ini dengan {1}
apps/frappe/frappe/core/doctype/docshare/docshare.py +56,{0} un-shared this document with {1},{0} berhenti berbagi dokumen ini dengan {1}
apps/frappe/frappe/core/doctype/doctype/doctype.js +39,In Grid View,Di Grid View
apps/frappe/frappe/core/doctype/doctype/doctype.py +77,"Standard DocType cannot have default print format, use Customize Form","DocType standar tidak dapat memiliki format cetak standar, gunakan Customize Formulir"
apps/frappe/frappe/core/doctype/doctype/doctype.py +95,Not in Developer Mode! Set in site_config.json or make 'Custom' DocType.,Tidak dalam Mode Pengembang! Diatur dalam site_config.json atau membuat DocType 'Custom'.
apps/frappe/frappe/core/doctype/doctype/doctype.py +191,Invalid fieldname '{0}' in autoname,fieldname tidak valid '{0}' di autoname
apps/frappe/frappe/core/doctype/doctype/doctype.py +201,Series {0} already used in {1},Seri {0} sudah digunakan dalam {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +283,DocType can only be renamed by Administrator,DocType hanya dapat diganti oleh Administrator
apps/frappe/frappe/core/doctype/doctype/doctype.py +290,DocType can not be merged,DocType tidak dapat digabungkan
apps/frappe/frappe/core/doctype/doctype/doctype.py +386,"DocType's name should start with a letter and it can only consist of letters, numbers, spaces and underscores","Nama DocType harus dimulai dengan huruf dan hanya dapat terdiri dari huruf, angka, spasi dan garis bawah"
apps/frappe/frappe/core/doctype/doctype/doctype.py +417,Fieldname {0} appears multiple times in rows {1},Fieldname {0} muncul beberapa kali dalam baris {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +424,Field {0} of type {1} cannot be mandatory,Lapangan {0} tipe {1} tidak wajib
apps/frappe/frappe/core/doctype/doctype/doctype.py +429,Options required for Link or Table type field {0} in row {1},Pilihan yang diperlukan untuk field tipe Link atau Table {0} pada baris {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +435,Options must be a valid DocType for field {0} in row {1},Pilihan harus DocType valid untuk bidang {0} berturut-turut {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +442,Field {0} in row {1} cannot be hidden and mandatory without default,Lapangan {0} berturut-turut {1} tidak dapat disembunyikan dan wajib tanpa standar
apps/frappe/frappe/core/doctype/doctype/doctype.py +446,Max width for type Currency is 100px in row {0},Max lebar untuk Mata Uang adalah 100px pada baris {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +450,'In List View' not allowed for type {0} in row {1},'Tampilan Daftar' tidak diperbolehkan jenis {0} di baris {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +454,'In Global Search' not allowed for type {0} in row {1},'Di Pencarian Global' tidak dibolehkan jenis {0} pada baris {1}
apps/frappe/frappe/core/doctype/doctype/doctype.py +462,Options 'Dynamic Link' type of field must point to another Link Field with options as 'DocType',Jenis Options 'Dynamic Link' lapangan harus mengarah ke Link Field lain dengan pilihan sebagai 'DocType'
apps/frappe/frappe/core/doctype/doctype/doctype.py +466,Default for 'Check' type of field must be either '0' or '1',Standar untuk jenis 'Periksa' lapangan harus baik '0' atau '1'
apps/frappe/frappe/core/doctype/doctype/doctype.py +468,Default for {0} must be an option,Default untuk {0} harus menjadi pilihan
apps/frappe/frappe/core/doctype/doctype/doctype.py +472,Precision should be between 1 and 6,Presisi harus antara 1 dan 6
apps/frappe/frappe/core/doctype/doctype/doctype.py +481,Fieldtype {0} for {1} cannot be unique,Fieldtype {0} untuk {1} tidak dapat menjadi unik
apps/frappe/frappe/core/doctype/doctype/doctype.py +501,Field '{0}' cannot be set as Unique as it has non-unique values,Bidang '{0}' tidak dapat ditetapkan sebagai Unik karena memiliki nilai-nilai non-unik
apps/frappe/frappe/core/doctype/doctype/doctype.py +504,Fieldtype {0} for {1} cannot be indexed,Fieldtype {0} untuk {1} tidak dapat diindeks
apps/frappe/frappe/core/doctype/doctype/doctype.py +511,There can be only one Fold in a form,Hanya ada satu Fold dalam bentuk
apps/frappe/frappe/core/doctype/doctype/doctype.py +516,Fold must come before a Section Break,Lipat harus datang sebelum Bagian istirahat
apps/frappe/frappe/core/doctype/doctype/doctype.py +518,Fold can not be at the end of the form,Lipat tidak bisa di akhir formulir
apps/frappe/frappe/core/doctype/doctype/doctype.py +534,Search field {0} is not valid,kolom pencarian {0} tidak valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +542,Title field must be a valid fieldname,Judul lapangan harus fieldname valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +554,{{{0}}} is not a valid fieldname pattern. It should be {{field_name}}.,{{{0}}} bukan pola nama-kolom yang sah. Seharusnya {{field_name}}.
apps/frappe/frappe/core/doctype/doctype/doctype.py +569,Image field must be a valid fieldname,bidang gambar harus fieldname valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +571,Image field must be of type Attach Image,Field Gambar harus dari jenis Lampirkan Gambar
apps/frappe/frappe/core/doctype/doctype/doctype.py +578,Is Published Field must be a valid fieldname,Published Field harus fieldname valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +585,Timeline field must be a valid fieldname,Field Timeline harus fieldname valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +589,Timeline field must be a Link or Dynamic Link,Field Timeline harus Link atau Dynamic Link
apps/frappe/frappe/core/doctype/doctype/doctype.py +600,Sort field {0} must be a valid fieldname,Bidang pengurutan {0} harus fieldname valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +610,Invalid {0} condition,Kondisi {0} tidak valid
apps/frappe/frappe/core/doctype/doctype/doctype.py +624,Fieldname is required in row {0},Fieldname diperlukan pada baris {0}
apps/frappe/frappe/core/doctype/doctype/doctype.py +673,No Permissions Specified,Tidak ada Otoritas yang ditentukan
apps/frappe/frappe/core/doctype/doctype/doctype.py +681,For {0} at level {1} in {2} in row {3},Untuk {0} pada tingkat {1} dalam {2} pada baris {3}
apps/frappe/frappe/core/doctype/doctype/doctype.py +685,{0}: No basic permissions set,{0}: Tidak ada perizinan dasar yang ditetapkan
apps/frappe/frappe/core/doctype/doctype/doctype.py +697,If Owner,Jika Pemilik
apps/frappe/frappe/core/doctype/doctype/doctype.py +702,"{0}: Only one rule allowed with the same Role, Level and {1}","{0}: Hanya satu aturan diperbolehkan dengan Peran yang sama, Tingkat dan {1}"
apps/frappe/frappe/core/doctype/doctype/doctype.py +714,{0}: Permission at level 0 must be set before higher levels are set,{0}: Izin pada tingkat 0 harus ditetapkan sebelum tingkat yang lebih tinggi ditetapkan
apps/frappe/frappe/core/doctype/doctype/doctype.py +721,{0}: Cannot set Cancel without Submit,{0}: Tidak dapat mengatur Pembatalan tanpa melakukan penyerahan
apps/frappe/frappe/core/doctype/doctype/doctype.py +724,"{0}: Cannot set Submit, Cancel, Amend without Write","{0}: Tidak dapat mengatur Pengajuan, Pembatalan, Perubahan tanpa Pencatatan"
apps/frappe/frappe/core/doctype/doctype/doctype.py +726,{0}: Cannot set Amend without Cancel,{0}: Tidak dapat melakukan Perubahan tanpa Pembatalan terlebih dahulu
apps/frappe/frappe/core/doctype/doctype/doctype.py +728,{0}: Cannot set Import without Create,{0}: Tidak dapat melakukan Impor tanpa dibuat terlebih dahulu
apps/frappe/frappe/core/doctype/doctype/doctype.py +735,Report cannot be set for Single types,Laporan tidak dapat ditetapkan untuk jenis Tunggal
apps/frappe/frappe/core/doctype/doctype/doctype.py +745,{0} cannot be set for Single types,{0} tidak dapat ditetapkan untuk tipe Tunggal
apps/frappe/frappe/core/doctype/doctype/doctype.py +749,{0}: Cannot set Assign Submit if not Submittable,{0}: Tidak dapat mengatur Assign Submit jika tidak Submittable
apps/frappe/frappe/core/doctype/doctype/doctype.py +751,{0}: Cannot set Assign Amend if not Submittable,{0}: Tidak dapat menetapkan perubahan jika dokumen tidak dapat diajukan
apps/frappe/frappe/core/doctype/doctype/doctype.py +755,{0}: Cannot set import as {1} is not importable,{0}: Tidak dapat melakukan impor karena {1} bukan data yang dapat diimpor
